"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
709,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,708,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248359444,3895414173939,3895414197494,3895414199973,23555
710,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,709,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248361131,3895414197494,3895414220309,3895414223192,22815
711,"void flash_attn_tile<256, 256, 4, 6, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,710,69986,69986,21504,384,32768,1432,128,0,48,64,"0x0","0x79e0f1d86a40",3895248363632,3895414430679,3895414960306,3895414971025,529627
712,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,711,69986,69986,6144,256,512,0,20,0,32,64,"0x0","0x79e0f1d86880",3895248365552,3895415021491,3895415046972,3895415144204,25481
713,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,712,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248367571,3895415046972,3895415070528,3895415146588,23556
714,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,713,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248369197,3895415070528,3895415093490,3895415128785,22962
715,"void flash_attn_tile<256, 256, 4, 2, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,714,69986,69986,28416,256,22528,1104,128,0,64,64,"0x0","0x79e0f1d869c0",3895248371495,3895415284008,3895415968449,3895415980171,684441
716,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,715,69986,69986,6144,256,512,0,20,0,32,64,"0x0","0x79e0f1d86880",3895248373365,3895415968449,3895415988301,3895415990662,19852
717,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,716,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248375289,3895415988301,3895416011116,3895416013837,22815
718,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,717,69986,69986,229376,32,0,0,12,0,16,64,"0x0","0x79e1d89b2b80",3895248377057,3895416011116,3895416032153,3895416034639,21037
