"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
587,"void flash_attn_tile<256, 256, 4, 2, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,586,70254,70254,28416,256,22528,1104,128,0,64,64,"0x0","0x79e4fafc69c0",3897828288331,3897968057300,3897968765437,3897968789638,708137
588,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,587,70254,70254,6144,256,512,0,20,0,32,64,"0x0","0x79e4fafc6880",3897828290239,3897968765437,3897968787807,3897968800216,22370
589,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,588,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828292281,3897968787807,3897968812547,3897968818149,24740
590,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,589,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828293966,3897968812547,3897968837288,3897968843131,24741
591,"void flash_attn_tile<256, 256, 4, 6, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,590,70254,70254,21504,384,32768,1432,128,0,48,64,"0x0","0x79e4fafc6a40",3897828296272,3897969060543,3897969611646,3897969628656,551103
592,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,591,70254,70254,6144,256,512,0,20,0,32,64,"0x0","0x79e4fafc6880",3897828298120,3897969630164,3897969658608,3897969664603,28444
593,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,592,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828299899,3897969658608,3897969683200,3897969689160,24592
594,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,593,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828301564,3897969683200,3897969707941,3897969713836,24741
595,"void flash_attn_tile<256, 256, 4, 2, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,594,70254,70254,28416,256,22528,1104,128,0,64,64,"0x0","0x79e4fafc69c0",3897828303846,3897969930752,3897970650592,3897970667437,719840
596,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,595,70254,70254,6144,256,512,0,20,0,32,64,"0x0","0x79e4fafc6880",3897828305719,3897970650592,3897970672814,3897970678057,22222
597,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,596,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828307520,3897970672814,3897970697703,3897970703618,24889
598,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,597,70254,70254,229376,32,0,0,12,0,16,64,"0x0","0x79e5e1e32b80",3897828309236,3897970697703,3897970722147,3897970727929,24444
