"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
456,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,455,149960,149960,6144,256,512,0,20,0,32,64,"0x0","0x7ddd5e587cc0",7172732868822,7172845889764,7172845921467,7172845927422,31703
457,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,456,149960,149960,229376,32,0,0,12,0,16,64,"0x0","0x7dddb3bd2b80",7172732870804,7172845921467,7172845949467,7172845955032,28000
458,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,457,149960,149960,229376,32,0,0,12,0,16,64,"0x0","0x7dddb3bd2b80",7172732872347,7172845949467,7172845976874,7172845982308,27407
459,"void flash_attn_tile<256, 256, 4, 2, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,458,149960,149960,28416,256,22528,1104,128,0,64,64,"0x0","0x7ddd5e587e00",7172732874637,7172846224576,7172847020422,7172847042994,795846
460,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,459,149960,149960,6144,256,512,0,20,0,32,64,"0x0","0x7ddd5e587cc0",7172732876489,7172847020422,7172847045903,7172847059554,25481
461,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,460,149960,149960,229376,32,0,0,12,0,16,64,"0x0","0x7dddb3bd2b80",7172732878810,7172847045903,7172847073755,7172847079326,27852
462,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,461,149960,149960,229376,32,0,0,12,0,16,64,"0x0","0x7dddb3bd2b80",7172732880501,7172847073755,7172847101014,7172847107247,27259
463,"void flash_attn_tile<256, 256, 4, 6, false>(char const*, char const*, char const*, char const*, char const*, int const*, float*, HIP_vector_type<float, 2u>*, float, float, float, float, unsigned int, float, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long) [clone .kd]",4,1,462,149960,149960,21504,384,32768,1432,128,0,48,64,"0x0","0x7ddd5e587e80",7172732882861,7172847349308,7172847957748,7172847977734,608440
464,"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int) [clone .kd]",4,1,463,149960,149960,6144,256,512,0,20,0,32,64,"0x0","0x7ddd5e587cc0",7172732884725,7172848034044,7172848063673,7172848068920,29629
465,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,464,149960,149960,229376,32,0,0,12,0,16,64,"0x0","0x7dddb3bd2b80",7172732886590,7172848063673,7172848088266,7172848094807,24593
466,"void dequantize_block_q4_0<__half>(void const*, __half*, int) [clone .kd]",4,1,465,149960,149960,229376,32,0,0,12,0,16,64,"0x0","0x7dddb3bd2b80",7172732888154,7172848088266,7172848113154,7172848118477,24888
