"Kind","Direction","Source_Agent_Id","Destination_Agent_Id","Correlation_Id","Start_Timestamp","End_Timestamp"
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1485,40710086089874,40710086093429
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1486,40710086101726,40710086105133
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1487,40710086114022,40710086117726
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1488,40710086126763,40710086130319
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1489,40710086138467,40710086142022
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1490,40710086150615,40710086154319
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1491,40710086211060,40710086287950
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1492,40710086473137,40710086550027
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1493,40710093010246,40710094778413
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1494,40710094859303,40710094863451
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1495,40710094872637,40710094876044
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1496,40710097604396,40710098266329
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1497,40710098349588,40710098353885
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1498,40710098365737,40710098370626
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1499,40710112173445,40710115946968
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1500,40710116040302,40710116044747
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1501,40710123857129,40710125741446
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1502,40710125835077,40710125839373
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1503,40710125850040,40710125854929
"MEMORY_COPY","HOST_TO_DEVICE",0,1,1504,40710125863670,40710125867225
